"ID","COLLECTED_AT","COMMAND","DAY_OF_WEEK","FILE_SIZE_BYTES","IO_SIZE_BYTES","LATENCY_SECONDS","OPERATION_TYPE","RAW_LATENCY","RAW_RESPONSE","RAW_THROUGHPUT","SYSTEM_NAME","THROUGHPUT_KB_PER_SECOND","TIME_OF_DAY","WEEK_PERIOD"
"1","2023-11-10 22:22:01.678823","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","FRIDAY","1000000000","1024000","1.0161","WRITE","1.0161 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 1.0161 s, 984 MB/s
","984 MB/s","GCF_DD","9.84E8","OFF_HOUR","WEEKDAY"
"2","2023-11-10 22:22:01.974606","if=/tmp/file1 of=/dev/null bs=1024000","FRIDAY",,"1024000","0.164553","READ","0.164553 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 0.164553 s, 6.1 GB/s
","6.1 GB/s","GCF_DD","6.1E9","OFF_HOUR","WEEKDAY"
"3","2023-11-10 22:22:03.894338","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","FRIDAY","1000000000","1024000","1.40173","WRITE","1.40173 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 1.40173 s, 713 MB/s
","713 MB/s","LAMBDA_DD","7.13E8","OFF_HOUR","WEEKDAY"
"4","2023-11-10 22:22:04.097437","if=/tmp/file1 of=/dev/null bs=1024000","FRIDAY",,"1024000","0.138102","READ","0.138102 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.138102 s, 7.2 GB/s
","7.2 GB/s","LAMBDA_DD","7.2E9","OFF_HOUR","WEEKDAY"
"5","2023-11-10 22:24:01.191924","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","FRIDAY","1000000000","1024000","1.01562","WRITE","1.01562 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 1.01562 s, 984 MB/s
","984 MB/s","GCF_DD","9.84E8","OFF_HOUR","WEEKDAY"
"6","2023-11-10 22:24:01.412403","if=/tmp/file1 of=/dev/null bs=1024000","FRIDAY",,"1024000","0.161437","READ","0.161437 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 0.161437 s, 6.2 GB/s
","6.2 GB/s","GCF_DD","6.2E9","OFF_HOUR","WEEKDAY"
"7","2023-11-10 22:24:02.695498","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","FRIDAY","1000000000","1024000","0.748137","WRITE","0.748137 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.748137 s, 1.3 GB/s
","1.3 GB/s","LAMBDA_DD","1.3E9","OFF_HOUR","WEEKDAY"
"8","2023-11-10 22:24:02.899369","if=/tmp/file1 of=/dev/null bs=1024000","FRIDAY",,"1024000","0.136603","READ","0.136603 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.136603 s, 7.3 GB/s
","7.3 GB/s","LAMBDA_DD","7.3E9","OFF_HOUR","WEEKDAY"
"9","2023-11-10 22:26:01.265497","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","FRIDAY","1000000000","1024000","1.11386","WRITE","1.11386 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 1.11386 s, 897 MB/s
","897 MB/s","GCF_DD","8.97E8","OFF_HOUR","WEEKDAY"
"10","2023-11-10 22:26:01.489827","if=/tmp/file1 of=/dev/null bs=1024000","FRIDAY",,"1024000","0.168982","READ","0.168982 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 0.168982 s, 5.9 GB/s
","5.9 GB/s","GCF_DD","5.9E9","OFF_HOUR","WEEKDAY"
"11","2023-11-10 22:26:02.548859","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","FRIDAY","1000000000","1024000","0.733781","WRITE","0.733781 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.733781 s, 1.4 GB/s
","1.4 GB/s","LAMBDA_DD","1.4E9","OFF_HOUR","WEEKDAY"
"12","2023-11-10 22:26:02.759575","if=/tmp/file1 of=/dev/null bs=1024000","FRIDAY",,"1024000","0.132856","READ","0.132856 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.132856 s, 7.5 GB/s
","7.5 GB/s","LAMBDA_DD","7.5E9","OFF_HOUR","WEEKDAY"
"13","2023-11-10 22:28:01.319479","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","FRIDAY","1000000000","1024000","1.03798","WRITE","1.03798 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 1.03798 s, 963 MB/s
","963 MB/s","GCF_DD","9.63E8","OFF_HOUR","WEEKDAY"
"14","2023-11-10 22:28:01.545647","if=/tmp/file1 of=/dev/null bs=1024000","FRIDAY",,"1024000","0.161642","READ","0.161642 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 0.161642 s, 6.2 GB/s
","6.2 GB/s","GCF_DD","6.2E9","OFF_HOUR","WEEKDAY"
"15","2023-11-10 22:28:02.59888","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","FRIDAY","1000000000","1024000","0.747226","WRITE","0.747226 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.747226 s, 1.3 GB/s
","1.3 GB/s","LAMBDA_DD","1.3E9","OFF_HOUR","WEEKDAY"
"16","2023-11-10 22:28:02.799886","if=/tmp/file1 of=/dev/null bs=1024000","FRIDAY",,"1024000","0.13177","READ","0.13177 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.13177 s, 7.6 GB/s
","7.6 GB/s","LAMBDA_DD","7.6E9","OFF_HOUR","WEEKDAY"
"17","2023-11-10 22:30:01.192092","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","FRIDAY","1000000000","1024000","1.02945","WRITE","1.02945 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 1.02945 s, 971 MB/s
","971 MB/s","GCF_DD","9.71E8","OFF_HOUR","WEEKDAY"
"18","2023-11-10 22:30:01.40734","if=/tmp/file1 of=/dev/null bs=1024000","FRIDAY",,"1024000","0.165297","READ","0.165297 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 0.165297 s, 6.0 GB/s
","6.0 GB/s","GCF_DD","6.0E9","OFF_HOUR","WEEKDAY"
"19","2023-11-10 22:30:02.482225","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","FRIDAY","1000000000","1024000","0.745734","WRITE","0.745734 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.745734 s, 1.3 GB/s
","1.3 GB/s","LAMBDA_DD","1.3E9","OFF_HOUR","WEEKDAY"
"20","2023-11-10 22:30:02.691447","if=/tmp/file1 of=/dev/null bs=1024000","FRIDAY",,"1024000","0.128476","READ","0.128476 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.128476 s, 7.8 GB/s
","7.8 GB/s","LAMBDA_DD","7.8E9","OFF_HOUR","WEEKDAY"
"21","2023-11-10 22:32:01.195233","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","FRIDAY","1000000000","1024000","1.02705","WRITE","1.02705 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 1.02705 s, 973 MB/s
","973 MB/s","GCF_DD","9.73E8","OFF_HOUR","WEEKDAY"
"22","2023-11-10 22:32:01.415774","if=/tmp/file1 of=/dev/null bs=1024000","FRIDAY",,"1024000","0.166455","READ","0.166455 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 0.166455 s, 6.0 GB/s
","6.0 GB/s","GCF_DD","6.0E9","OFF_HOUR","WEEKDAY"
"23","2023-11-10 22:32:02.515787","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","FRIDAY","1000000000","1024000","0.749889","WRITE","0.749889 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.749889 s, 1.3 GB/s
","1.3 GB/s","LAMBDA_DD","1.3E9","OFF_HOUR","WEEKDAY"
"24","2023-11-10 22:32:02.726091","if=/tmp/file1 of=/dev/null bs=1024000","FRIDAY",,"1024000","0.132494","READ","0.132494 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.132494 s, 7.5 GB/s
","7.5 GB/s","LAMBDA_DD","7.5E9","OFF_HOUR","WEEKDAY"
"25","2023-11-10 22:34:01.396407","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","FRIDAY","1000000000","1024000","1.03737","WRITE","1.03737 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 1.03737 s, 963 MB/s
","963 MB/s","GCF_DD","9.63E8","OFF_HOUR","WEEKDAY"
"26","2023-11-10 22:34:01.620247","if=/tmp/file1 of=/dev/null bs=1024000","FRIDAY",,"1024000","0.164728","READ","0.164728 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 0.164728 s, 6.1 GB/s
","6.1 GB/s","GCF_DD","6.1E9","OFF_HOUR","WEEKDAY"
"27","2023-11-10 22:34:02.749343","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","FRIDAY","1000000000","1024000","0.750974","WRITE","0.750974 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.750974 s, 1.3 GB/s
","1.3 GB/s","LAMBDA_DD","1.3E9","OFF_HOUR","WEEKDAY"
"28","2023-11-10 22:34:02.97419","if=/tmp/file1 of=/dev/null bs=1024000","FRIDAY",,"1024000","0.134939","READ","0.134939 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.134939 s, 7.4 GB/s
","7.4 GB/s","LAMBDA_DD","7.4E9","OFF_HOUR","WEEKDAY"
"29","2023-11-10 22:36:01.201043","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","FRIDAY","1000000000","1024000","1.03756","WRITE","1.03756 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 1.03756 s, 963 MB/s
","963 MB/s","GCF_DD","9.63E8","OFF_HOUR","WEEKDAY"
"30","2023-11-10 22:36:01.428872","if=/tmp/file1 of=/dev/null bs=1024000","FRIDAY",,"1024000","0.163406","READ","0.163406 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 0.163406 s, 6.1 GB/s
","6.1 GB/s","GCF_DD","6.1E9","OFF_HOUR","WEEKDAY"
"31","2023-11-10 22:36:02.631614","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","FRIDAY","1000000000","1024000","0.768094","WRITE","0.768094 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.768094 s, 1.3 GB/s
","1.3 GB/s","LAMBDA_DD","1.3E9","OFF_HOUR","WEEKDAY"
"32","2023-11-10 22:36:02.846572","if=/tmp/file1 of=/dev/null bs=1024000","FRIDAY",,"1024000","0.144704","READ","0.144704 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.144704 s, 6.9 GB/s
","6.9 GB/s","LAMBDA_DD","6.9E9","OFF_HOUR","WEEKDAY"
"33","2023-11-10 22:38:01.213386","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","FRIDAY","1000000000","1024000","1.06142","WRITE","1.06142 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 1.06142 s, 942 MB/s
","942 MB/s","GCF_DD","9.42E8","OFF_HOUR","WEEKDAY"
"34","2023-11-10 22:38:01.434067","if=/tmp/file1 of=/dev/null bs=1024000","FRIDAY",,"1024000","0.166437","READ","0.166437 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 0.166437 s, 6.0 GB/s
","6.0 GB/s","GCF_DD","6.0E9","OFF_HOUR","WEEKDAY"
"35","2023-11-10 22:38:02.618715","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","FRIDAY","1000000000","1024000","0.766376","WRITE","0.766376 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.766376 s, 1.3 GB/s
","1.3 GB/s","LAMBDA_DD","1.3E9","OFF_HOUR","WEEKDAY"
"36","2023-11-10 22:38:02.826743","if=/tmp/file1 of=/dev/null bs=1024000","FRIDAY",,"1024000","0.132576","READ","0.132576 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.132576 s, 7.5 GB/s
","7.5 GB/s","LAMBDA_DD","7.5E9","OFF_HOUR","WEEKDAY"
"37","2023-11-10 22:40:01.409845","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","FRIDAY","1000000000","1024000","1.05519","WRITE","1.05519 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 1.05519 s, 947 MB/s
","947 MB/s","GCF_DD","9.47E8","OFF_HOUR","WEEKDAY"
"38","2023-11-10 22:40:01.637103","if=/tmp/file1 of=/dev/null bs=1024000","FRIDAY",,"1024000","0.164355","READ","0.164355 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 0.164355 s, 6.1 GB/s
","6.1 GB/s","GCF_DD","6.1E9","OFF_HOUR","WEEKDAY"
"39","2023-11-10 22:40:02.672432","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","FRIDAY","1000000000","1024000","0.736665","WRITE","0.736665 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.736665 s, 1.4 GB/s
","1.4 GB/s","LAMBDA_DD","1.4E9","OFF_HOUR","WEEKDAY"
"40","2023-11-10 22:40:02.871399","if=/tmp/file1 of=/dev/null bs=1024000","FRIDAY",,"1024000","0.135892","READ","0.135892 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.135892 s, 7.4 GB/s
","7.4 GB/s","LAMBDA_DD","7.4E9","OFF_HOUR","WEEKDAY"
"41","2023-11-10 22:42:01.200136","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","FRIDAY","1000000000","1024000","1.05334","WRITE","1.05334 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 1.05334 s, 949 MB/s
","949 MB/s","GCF_DD","9.49E8","OFF_HOUR","WEEKDAY"
"42","2023-11-10 22:42:01.41014","if=/tmp/file1 of=/dev/null bs=1024000","FRIDAY",,"1024000","0.162771","READ","0.162771 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 0.162771 s, 6.1 GB/s
","6.1 GB/s","GCF_DD","6.1E9","OFF_HOUR","WEEKDAY"
"43","2023-11-10 22:42:02.49174","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","FRIDAY","1000000000","1024000","0.762199","WRITE","0.762199 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.762199 s, 1.3 GB/s
","1.3 GB/s","LAMBDA_DD","1.3E9","OFF_HOUR","WEEKDAY"
"44","2023-11-10 22:42:02.692696","if=/tmp/file1 of=/dev/null bs=1024000","FRIDAY",,"1024000","0.129594","READ","0.129594 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.129594 s, 7.7 GB/s
","7.7 GB/s","LAMBDA_DD","7.7E9","OFF_HOUR","WEEKDAY"
"45","2023-11-10 22:44:01.219388","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","FRIDAY","1000000000","1024000","1.06266","WRITE","1.06266 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 1.06266 s, 940 MB/s
","940 MB/s","GCF_DD","9.4E8","OFF_HOUR","WEEKDAY"
"46","2023-11-10 22:44:01.443973","if=/tmp/file1 of=/dev/null bs=1024000","FRIDAY",,"1024000","0.164044","READ","0.164044 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 0.164044 s, 6.1 GB/s
","6.1 GB/s","GCF_DD","6.1E9","OFF_HOUR","WEEKDAY"
"47","2023-11-10 22:44:02.503782","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","FRIDAY","1000000000","1024000","0.738668","WRITE","0.738668 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.738668 s, 1.4 GB/s
","1.4 GB/s","LAMBDA_DD","1.4E9","OFF_HOUR","WEEKDAY"
"48","2023-11-10 22:44:02.714375","if=/tmp/file1 of=/dev/null bs=1024000","FRIDAY",,"1024000","0.136464","READ","0.136464 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.136464 s, 7.3 GB/s
","7.3 GB/s","LAMBDA_DD","7.3E9","OFF_HOUR","WEEKDAY"
"49","2023-11-10 22:46:01.423869","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","FRIDAY","1000000000","1024000","1.07346","WRITE","1.07346 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 1.07346 s, 931 MB/s
","931 MB/s","GCF_DD","9.31E8","OFF_HOUR","WEEKDAY"
"50","2023-11-10 22:46:01.657097","if=/tmp/file1 of=/dev/null bs=1024000","FRIDAY",,"1024000","0.17358","READ","0.17358 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 0.17358 s, 5.8 GB/s
","5.8 GB/s","GCF_DD","5.8E9","OFF_HOUR","WEEKDAY"
"51","2023-11-10 22:46:02.723636","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","FRIDAY","1000000000","1024000","0.750601","WRITE","0.750601 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.750601 s, 1.3 GB/s
","1.3 GB/s","LAMBDA_DD","1.3E9","OFF_HOUR","WEEKDAY"
"52","2023-11-10 22:46:02.927982","if=/tmp/file1 of=/dev/null bs=1024000","FRIDAY",,"1024000","0.134918","READ","0.134918 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.134918 s, 7.4 GB/s
","7.4 GB/s","LAMBDA_DD","7.4E9","OFF_HOUR","WEEKDAY"
"53","2023-11-10 22:48:01.180795","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","FRIDAY","1000000000","1024000","1.02653","WRITE","1.02653 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 1.02653 s, 974 MB/s
","974 MB/s","GCF_DD","9.74E8","OFF_HOUR","WEEKDAY"
"54","2023-11-10 22:48:01.393882","if=/tmp/file1 of=/dev/null bs=1024000","FRIDAY",,"1024000","0.164489","READ","0.164489 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 0.164489 s, 6.1 GB/s
","6.1 GB/s","GCF_DD","6.1E9","OFF_HOUR","WEEKDAY"
"55","2023-11-10 22:48:02.4799","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","FRIDAY","1000000000","1024000","0.774969","WRITE","0.774969 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.774969 s, 1.3 GB/s
","1.3 GB/s","LAMBDA_DD","1.3E9","OFF_HOUR","WEEKDAY"
"56","2023-11-10 22:48:02.682661","if=/tmp/file1 of=/dev/null bs=1024000","FRIDAY",,"1024000","0.132838","READ","0.132838 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.132838 s, 7.5 GB/s
","7.5 GB/s","LAMBDA_DD","7.5E9","OFF_HOUR","WEEKDAY"
"57","2023-11-10 22:50:01.180906","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","FRIDAY","1000000000","1024000","1.02371","WRITE","1.02371 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 1.02371 s, 976 MB/s
","976 MB/s","GCF_DD","9.76E8","OFF_HOUR","WEEKDAY"
"58","2023-11-10 22:50:01.394769","if=/tmp/file1 of=/dev/null bs=1024000","FRIDAY",,"1024000","0.162874","READ","0.162874 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 0.162874 s, 6.1 GB/s
","6.1 GB/s","GCF_DD","6.1E9","OFF_HOUR","WEEKDAY"
"59","2023-11-10 22:50:02.425093","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","FRIDAY","1000000000","1024000","0.746137","WRITE","0.746137 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.746137 s, 1.3 GB/s
","1.3 GB/s","LAMBDA_DD","1.3E9","OFF_HOUR","WEEKDAY"
"60","2023-11-10 22:50:02.630905","if=/tmp/file1 of=/dev/null bs=1024000","FRIDAY",,"1024000","0.137988","READ","0.137988 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.137988 s, 7.2 GB/s
","7.2 GB/s","LAMBDA_DD","7.2E9","OFF_HOUR","WEEKDAY"
"61","2023-11-10 22:52:01.355469","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","FRIDAY","1000000000","1024000","1.04114","WRITE","1.04114 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 1.04114 s, 960 MB/s
","960 MB/s","GCF_DD","9.6E8","OFF_HOUR","WEEKDAY"
"62","2023-11-10 22:52:01.567481","if=/tmp/file1 of=/dev/null bs=1024000","FRIDAY",,"1024000","0.162501","READ","0.162501 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 0.162501 s, 6.2 GB/s
","6.2 GB/s","GCF_DD","6.2E9","OFF_HOUR","WEEKDAY"
"63","2023-11-10 22:52:02.645637","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","FRIDAY","1000000000","1024000","0.738181","WRITE","0.738181 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.738181 s, 1.4 GB/s
","1.4 GB/s","LAMBDA_DD","1.4E9","OFF_HOUR","WEEKDAY"
"64","2023-11-10 22:52:02.844906","if=/tmp/file1 of=/dev/null bs=1024000","FRIDAY",,"1024000","0.132144","READ","0.132144 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.132144 s, 7.6 GB/s
","7.6 GB/s","LAMBDA_DD","7.6E9","OFF_HOUR","WEEKDAY"
"65","2023-11-10 22:54:01.183921","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","FRIDAY","1000000000","1024000","1.03911","WRITE","1.03911 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 1.03911 s, 962 MB/s
","962 MB/s","GCF_DD","9.62E8","OFF_HOUR","WEEKDAY"
"66","2023-11-10 22:54:01.414561","if=/tmp/file1 of=/dev/null bs=1024000","FRIDAY",,"1024000","0.175962","READ","0.175962 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 0.175962 s, 5.7 GB/s
","5.7 GB/s","GCF_DD","5.7E9","OFF_HOUR","WEEKDAY"
"67","2023-11-10 22:54:02.481474","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","FRIDAY","1000000000","1024000","0.736797","WRITE","0.736797 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.736797 s, 1.4 GB/s
","1.4 GB/s","LAMBDA_DD","1.4E9","OFF_HOUR","WEEKDAY"
"68","2023-11-10 22:54:02.698752","if=/tmp/file1 of=/dev/null bs=1024000","FRIDAY",,"1024000","0.130114","READ","0.130114 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.130114 s, 7.7 GB/s
","7.7 GB/s","LAMBDA_DD","7.7E9","OFF_HOUR","WEEKDAY"
"69","2023-11-10 22:56:01.241694","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","FRIDAY","1000000000","1024000","1.08256","WRITE","1.08256 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 1.08256 s, 923 MB/s
","923 MB/s","GCF_DD","9.23E8","OFF_HOUR","WEEKDAY"
"70","2023-11-10 22:56:01.456369","if=/tmp/file1 of=/dev/null bs=1024000","FRIDAY",,"1024000","0.161977","READ","0.161977 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 0.161977 s, 6.2 GB/s
","6.2 GB/s","GCF_DD","6.2E9","OFF_HOUR","WEEKDAY"
"71","2023-11-10 22:56:02.577055","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","FRIDAY","1000000000","1024000","0.78087","WRITE","0.78087 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.78087 s, 1.3 GB/s
","1.3 GB/s","LAMBDA_DD","1.3E9","OFF_HOUR","WEEKDAY"
"72","2023-11-10 22:56:02.801942","if=/tmp/file1 of=/dev/null bs=1024000","FRIDAY",,"1024000","0.137201","READ","0.137201 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.137201 s, 7.3 GB/s
","7.3 GB/s","LAMBDA_DD","7.3E9","OFF_HOUR","WEEKDAY"
"73","2023-11-10 22:58:01.361084","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","FRIDAY","1000000000","1024000","1.08468","WRITE","1.08468 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 1.08468 s, 921 MB/s
","921 MB/s","GCF_DD","9.21E8","OFF_HOUR","WEEKDAY"
"74","2023-11-10 22:58:01.581189","if=/tmp/file1 of=/dev/null bs=1024000","FRIDAY",,"1024000","0.163399","READ","0.163399 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 0.163399 s, 6.1 GB/s
","6.1 GB/s","GCF_DD","6.1E9","OFF_HOUR","WEEKDAY"
"75","2023-11-10 22:58:02.665743","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","FRIDAY","1000000000","1024000","0.768773","WRITE","0.768773 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.768773 s, 1.3 GB/s
","1.3 GB/s","LAMBDA_DD","1.3E9","OFF_HOUR","WEEKDAY"
"76","2023-11-10 22:58:02.865027","if=/tmp/file1 of=/dev/null bs=1024000","FRIDAY",,"1024000","0.129333","READ","0.129333 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.129333 s, 7.7 GB/s
","7.7 GB/s","LAMBDA_DD","7.7E9","OFF_HOUR","WEEKDAY"
"77","2023-11-10 23:00:01.307755","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","FRIDAY","1000000000","1024000","1.15216","WRITE","1.15216 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 1.15216 s, 867 MB/s
","867 MB/s","GCF_DD","8.67E8","OFF_HOUR","WEEKDAY"
"78","2023-11-10 23:00:01.526322","if=/tmp/file1 of=/dev/null bs=1024000","FRIDAY",,"1024000","0.165497","READ","0.165497 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 0.165497 s, 6.0 GB/s
","6.0 GB/s","GCF_DD","6.0E9","OFF_HOUR","WEEKDAY"
"79","2023-11-10 23:00:02.645002","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","FRIDAY","1000000000","1024000","0.761657","WRITE","0.761657 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.761657 s, 1.3 GB/s
","1.3 GB/s","LAMBDA_DD","1.3E9","OFF_HOUR","WEEKDAY"
"80","2023-11-10 23:00:02.857036","if=/tmp/file1 of=/dev/null bs=1024000","FRIDAY",,"1024000","0.137425","READ","0.137425 s","976+0 records in
976+0 records out
999424000 bytes (999 MB) copied, 0.137425 s, 7.3 GB/s
","7.3 GB/s","LAMBDA_DD","7.3E9","OFF_HOUR","WEEKDAY"
"81","2023-11-10 23:02:01.217581","if=/dev/zero of=/tmp/file1 bs=1024000 count=976","FRIDAY","1000000000","1024000","1.04347","WRITE","1.04347 s","976+0 records in
976+0 records out
999424000 bytes (999 MB, 953 MiB) copied, 1.04347 s, 958 MB/s
","958 MB/s","GCF_DD","9.58E8","OFF_HOUR","WEEKDAY"
